student_base_elo,last_question_difficulty,session_accuracy,current_streak,avg_time_taken,target_difficulty
1216,1100,0.7,0,23,1130
1753,1871,0.54,2,57,1917
1682,1790,0.2,0,51,1725
1998,1875,0.66,3,29,1989
1505,1569,0.89,6,6,1828
1349,1294,0.36,0,52,1253
1646,1764,0.35,0,19,1742
1225,1171,0.79,1,42,1244
1737,1728,0.97,8,20,2038
1934,1840,0.48,0,31,1837
1245,1209,0.41,0,21,1196
901,845,0.47,0,60,820
1199,1242,0.68,3,49,1339
1861,1986,0.62,0,41,2004
1570,1468,0.72,0,20,1501
914,1029,0.92,7,33,1302
1350,1425,0.59,1,27,1468
945,816,0.23,0,33,776
1446,1361,0.88,3,22,1508
1190,1296,0.82,4,20,1464
1682,1622,0.33,0,36,1596
1793,1803,0.48,0,57,1780
1214,1226,0.78,0,29,1268
929,815,0.44,0,10,826
1033,1041,0.39,0,49,1004
1468,1418,0.64,3,57,1509
1770,1676,0.24,0,52,1617
1658,1598,0.68,0,8,1645
1370,1506,0.49,0,9,1524
1477,1434,0.46,0,26,1428
1122,1157,0.21,0,35,1114
1980,2032,0.23,0,30,1992
1078,1017,0.81,5,33,1214
825,753,0.69,1,20,812
1144,1122,0.67,1,22,1178
810,871,0.22,0,21,829
1431,1296,0.92,3,42,1449
1222,1246,0.75,0,56,1264
1552,1429,0.79,2,42,1532
909,860,0.47,0,33,856
1715,1633,0.36,0,36,1612
1773,1645,0.34,0,38,1621
1345,1324,0.9,4,39,1504
925,1017,0.26,0,39,981
1097,1178,0.86,8,30,1472
1718,1630,0.29,0,38,1598
1149,1030,0.34,0,11,1026
1619,1483,0.92,8,46,1766
1681,1608,0.75,3,38,1736
1540,1541,0.2,0,44,1496
893,1012,0.35,0,31,990
1111,1237,0.76,3,58,1346
1235,1253,0.76,2,22,1352
1067,1019,0.77,3,27,1150
1074,1020,0.57,1,25,1060
1440,1569,0.35,0,47,1526
1155,1066,0.88,3,17,1213
1029,1108,0.47,0,38,1104
1684,1667,0.35,0,27,1644
1914,1994,0.97,5,32,2214
1521,1428,0.97,2,58,1538
1225,1081,1.0,2,44,1216
1733,1673,0.67,3,9,1808
1067,1011,0.51,3,15,1102
1295,1239,0.29,0,45,1208
963,908,0.89,6,10,1166
1961,1829,0.87,5,41,2034
1862,1838,0.49,0,28,1836
892,1014,0.94,6,21,1260
1023,1011,1.0,6,28,1266
1844,1811,0.96,5,6,2050
1775,1832,0.7,1,19,1892
1488,1365,0.75,2,46,1442
1104,959,0.37,0,7,960
1501,1557,0.54,0,9,1583
1579,1707,0.54,1,22,1743
1192,1088,0.4,0,58,1053
1965,1985,0.93,6,5,2250
1357,1362,0.32,0,42,1335
1183,1128,0.42,0,44,1116
850,988,0.44,0,52,959
1674,1567,0.39,0,33,1550
1405,1349,0.39,0,38,1332
1363,1389,0.91,3,56,1520
1683,1564,0.63,1,52,1594
1274,1233,0.62,1,15,1281
1965,1845,0.63,1,56,1874
1219,1109,0.6,1,35,1154
1563,1706,0.71,0,45,1738
1522,1378,0.41,0,39,1364
1591,1681,0.61,1,11,1748
1653,1567,0.26,0,42,1531
897,832,1.0,7,10,1137
1064,1191,0.91,6,56,1412
1689,1684,0.24,0,13,1665
1898,1872,0.95,4,28,2060
1124,1032,0.51,2,18,1094
1878,1839,0.92,6,42,2082
1826,1831,0.33,0,46,1786
917,1029,0.27,0,46,974
1700,1848,0.7,3,38,1968
1515,1540,0.58,1,35,1582
1083,1165,0.46,0,40,1159
1422,1474,0.51,3,49,1546
1881,1861,0.72,3,7,2004
1462,1580,0.35,0,18,1558
1068,1082,0.49,0,55,1060
1013,1099,0.75,3,56,1206
1838,1721,0.78,1,7,1813
1994,2020,0.29,0,19,1988
1499,1489,0.44,0,22,1480
1882,1769,0.44,0,8,1780
1464,1342,0.94,7,17,1618
1568,1563,0.76,0,55,1582
1130,1070,0.8,2,44,1175
869,819,0.55,2,43,886
835,805,0.45,0,6,818
1885,1939,0.47,0,13,1954
1031,976,0.94,3,20,1132
1974,1969,0.79,2,34,2072
1458,1429,0.52,1,24,1462
1408,1356,0.76,1,41,1425
1835,1973,0.25,0,45,1936
1256,1388,0.84,7,9,1669
1546,1643,0.38,0,30,1625
1631,1781,0.64,0,7,1822
1403,1314,0.21,0,36,1270
1273,1190,0.44,0,27,1181
1558,1538,0.5,0,54,1518
1792,1744,0.99,3,11,1928
1370,1438,0.48,0,6,1455
1252,1274,0.39,0,52,1238
1994,1948,0.6,0,19,1963
899,1022,0.85,6,6,1274
1044,902,0.75,1,57,950
1823,1846,0.77,1,28,1916
892,854,0.34,0,25,830
1887,1751,0.39,0,53,1714
1616,1546,0.52,3,29,1639
1688,1826,0.47,0,54,1802
1435,1438,0.48,0,32,1435
1095,992,0.38,0,9,994
1595,1509,0.91,6,55,1730
1283,1174,0.53,1,31,1208
1481,1567,0.66,0,16,1591
1534,1665,0.44,0,36,1656
1330,1344,0.79,1,50,1398
941,797,0.56,1,47,816
976,1055,0.7,0,16,1085
1807,1787,0.42,0,47,1755
1157,1264,0.37,0,29,1244
1301,1195,0.79,0,46,1218
1689,1730,0.92,5,38,1943
861,762,0.43,0,36,752
1537,1493,0.27,0,31,1458
1356,1331,0.53,2,49,1376
1882,1795,0.41,0,13,1802
1277,1389,0.88,3,14,1556
1820,1737,0.68,0,52,1744
1306,1352,0.93,6,19,1596
1575,1583,0.7,0,60,1593
1123,1206,0.72,0,49,1219
1175,1317,0.89,8,22,1616
1516,1640,0.29,0,44,1608
1706,1637,0.57,2,12,1728
990,1100,0.49,0,25,1098
1573,1472,0.88,4,16,1649
1594,1518,0.79,1,20,1592
1534,1505,0.57,1,53,1526
911,1042,0.4,0,58,1007
891,871,0.96,2,44,1000
1164,1299,0.2,0,23,1254
1061,935,0.96,4,42,1124
995,851,0.87,8,11,1166
975,942,0.21,0,49,878
811,780,0.48,0,36,777
1328,1316,0.37,0,55,1276
968,941,0.64,1,56,972
1254,1274,0.96,5,45,1493
1214,1269,0.94,4,19,1455
974,1046,0.89,7,13,1334
1869,2019,0.28,0,29,1986
914,875,0.77,2,33,976
851,797,0.54,0,51,783
1092,1233,0.28,0,31,1200
1588,1705,0.24,0,15,1666
1753,1804,0.56,2,59,1853
1935,1998,0.96,6,46,2227
1537,1593,0.69,2,41,1682
1607,1736,0.49,0,5,1754
1705,1775,0.22,0,40,1733
1862,1868,0.8,3,57,1983
858,805,0.56,2,19,874
1952,1873,0.91,4,40,2054
1404,1456,0.89,6,28,1694
1738,1685,0.89,2,53,1784
1106,1111,0.24,0,50,1052
1372,1376,0.28,0,6,1363
1220,1082,0.68,1,19,1139
1895,2020,0.71,0,40,2052
1236,1252,0.48,0,51,1229
1142,1158,0.86,2,8,1292
1355,1238,0.67,1,44,1294
1560,1440,0.72,1,39,1503
1138,1220,0.92,4,21,1403
1653,1715,0.4,0,37,1700
865,939,0.95,4,44,1126
947,928,0.97,3,29,1088
1657,1511,0.78,3,33,1643
1948,2080,0.47,0,33,2076
1003,1145,0.47,0,29,1140
1258,1344,0.2,0,38,1299
1186,1047,0.69,1,33,1106
955,857,0.77,0,54,878
1664,1583,0.85,7,24,1846
1394,1523,0.59,1,25,1566
1458,1332,0.4,0,58,1297
1575,1490,0.6,0,36,1505
1767,1806,0.57,1,43,1846
801,785,0.28,0,14,772
1883,2002,0.99,8,25,2316
1054,1105,0.41,0,34,1092
868,753,0.29,0,12,742
1834,1740,0.28,0,46,1687
813,675,0.81,6,36,902
1294,1309,0.41,0,5,1316
1402,1470,0.34,0,50,1426
1449,1371,0.42,0,60,1339
1135,1030,0.55,3,6,1148
1723,1718,0.88,7,10,2005
1993,1994,0.31,0,28,1966
1986,1865,0.75,3,58,1972
1247,1156,0.45,0,44,1148
844,779,0.38,0,49,741
806,951,0.45,0,11,964
1286,1141,0.74,0,51,1157
1565,1466,0.35,0,56,1424
1520,1503,0.57,0,46,1494
1884,1977,0.52,1,10,2030
1013,945,0.59,3,6,1068
1013,1088,0.47,0,47,1064
1924,1970,0.87,3,7,2136
1337,1473,0.98,8,40,1785
1209,1261,0.97,6,17,1512
1109,1096,0.77,1,40,1166
989,1008,0.57,3,40,1108
1828,1785,0.94,7,55,2041
1411,1350,0.82,3,31,1488
1801,1911,0.32,0,32,1884
1441,1320,0.79,0,28,1364
1678,1551,0.23,0,57,1490
1808,1696,0.98,5,22,1918
1363,1325,0.24,0,52,1266
943,1083,0.39,0,20,1066
1782,1837,0.42,0,7,1845
968,1040,0.54,0,7,1066
1202,1142,0.52,0,29,1145
1423,1341,0.54,1,56,1357
1037,1103,0.93,2,35,1228
1492,1453,0.76,1,23,1522
1974,2124,0.35,0,23,2102
1511,1472,0.27,0,55,1418
1064,1204,0.35,0,25,1182
954,816,0.96,4,37,1005
1142,1067,0.85,8,35,1360
1371,1236,0.47,0,49,1212
1855,1909,0.76,1,20,1978
1643,1611,0.91,7,11,1902
1929,2064,0.78,3,15,2196
1352,1348,0.53,1,15,1382
993,960,0.72,3,7,1103
1637,1738,0.43,0,48,1708
1696,1667,0.73,2,38,1762
1138,1049,0.84,3,19,1190
907,922,0.47,0,49,898
1072,1219,0.68,3,43,1336
1761,1710,0.77,2,28,1810
1750,1796,0.87,5,49,1982
1811,1809,0.3,0,6,1799
1612,1733,0.39,0,35,1716
1276,1273,0.56,3,15,1372
975,1046,0.7,3,13,1186
957,965,0.4,0,39,950
1838,1757,0.96,4,12,1966
1982,2047,0.48,0,44,2044
1171,1227,0.38,0,60,1189
1833,1873,0.89,4,41,2052
853,703,0.56,0,36,712
1336,1394,0.53,2,54,1438
1574,1481,0.74,1,16,1547
906,842,0.61,0,46,838
1623,1658,0.49,0,54,1636
1179,1076,0.78,0,6,1138
1352,1419,0.24,0,32,1380
811,883,0.66,2,43,967
1893,1992,0.44,0,15,1983
1935,1994,0.66,3,55,2088
1124,994,0.58,2,50,1046
1165,1045,0.85,3,6,1208
1454,1568,0.22,0,35,1526
1547,1625,0.84,3,13,1786
1573,1661,0.47,0,12,1676
1318,1366,0.73,0,52,1380
1650,1581,0.74,3,21,1707
1554,1440,0.45,0,38,1432
1644,1568,0.99,2,19,1702
1154,1137,0.8,1,51,1192
908,874,0.55,0,53,862
1249,1346,0.87,2,38,1462
1886,1934,0.93,2,11,2078
1092,1185,0.43,0,38,1174
1958,1929,0.95,6,23,2176
992,1022,0.52,1,5,1075
1025,1055,0.83,6,56,1264
1302,1375,0.86,7,7,1659
890,901,0.48,0,27,898
1142,1143,0.6,0,15,1158
1882,1825,0.96,2,22,1954
1116,1029,0.2,0,9,1004
1610,1621,0.31,0,23,1592
818,683,0.27,0,22,648
1213,1186,0.48,0,28,1183
1686,1662,0.59,2,50,1716
1083,986,0.32,0,23,959
808,844,0.94,4,53,1010
1435,1568,0.46,0,25,1562
1704,1745,0.99,2,43,1878
1748,1736,0.95,7,43,2014
867,799,0.32,0,48,752
1676,1626,0.73,0,21,1660
818,874,0.23,0,40,834
1780,1845,0.41,0,29,1832
1228,1336,0.65,1,21,1388
1410,1372,0.5,0,5,1392
1674,1727,0.33,0,28,1702
1237,1179,0.54,1,13,1235
1971,2101,0.94,3,23,2257
1789,1785,0.41,0,27,1772
1627,1675,0.93,8,11,2000
1259,1236,0.73,3,38,1360
1849,1837,0.93,3,58,1972
1169,1144,0.95,6,46,1372
1771,1781,0.65,0,43,1804
1147,1261,0.55,0,26,1268
876,987,0.78,3,51,1099
1048,1141,0.81,7,11,1418
814,948,0.24,0,51,889
888,758,0.37,0,47,718
1130,1043,0.43,0,31,1032
1723,1764,0.38,0,20,1746
931,867,0.91,6,46,1088
1470,1322,0.42,0,51,1290
1994,2098,0.88,8,41,2395
1341,1220,0.3,0,19,1190
1316,1405,0.21,0,19,1362
1892,2000,0.68,1,58,2037
834,900,0.63,3,6,1030
1938,2004,0.51,2,41,2066
1713,1573,0.58,2,44,1645
1614,1554,0.84,3,9,1715
1604,1721,0.38,0,29,1703
1267,1365,0.2,0,35,1320
1726,1788,0.57,1,51,1808
1013,931,0.35,0,7,928
1249,1216,0.28,0,49,1163
1467,1404,0.91,2,6,1546
1403,1317,0.32,0,49,1270
1299,1156,0.8,3,47,1271
1772,1672,0.33,0,32,1646
992,847,0.87,6,42,1082
1835,1980,0.73,1,19,2044
1941,1942,0.38,0,19,1924
879,734,0.72,1,17,797
996,1111,0.91,5,48,1302
1122,1091,0.44,0,12,1102
1307,1191,0.47,0,33,1186
1142,1203,0.63,3,31,1312
1065,1021,0.73,0,7,1076
1248,1266,0.51,2,28,1328
1284,1382,0.53,1,31,1416
1782,1683,0.95,5,6,1920
1036,968,0.53,3,49,1042
1284,1339,0.96,2,20,1468
1784,1754,0.27,0,45,1720
1113,995,0.62,1,13,1063
1519,1644,0.86,4,7,1838
1021,980,0.5,0,43,980
1055,1079,0.61,2,57,1136
1397,1323,0.9,4,48,1483
1811,1671,0.88,6,26,1908
1039,1082,0.68,1,50,1119
915,1056,0.29,0,32,1024
847,840,0.33,0,16,814
1389,1425,0.41,0,30,1412
1383,1495,0.94,4,55,1661
1263,1371,0.7,0,18,1401
1913,1841,0.84,7,20,2102
965,1071,0.23,0,12,1050
1623,1497,0.35,0,33,1474
1078,1203,0.25,0,9,1186
1646,1774,0.94,4,19,1960
1101,967,0.71,2,6,1078
859,777,0.61,3,57,864
1515,1390,0.55,0,8,1418
1147,1118,0.69,1,37,1176
868,924,0.46,0,47,898
2000,2068,0.79,0,45,2112
1755,1804,0.78,1,30,1876
1021,959,0.59,1,20,1002
1298,1238,0.45,0,58,1210
1232,1239,0.68,2,5,1346
1912,1799,0.63,3,53,1888
1349,1406,0.29,0,10,1394
850,879,0.93,8,51,1164
1931,1814,0.41,0,20,1800
859,766,0.97,3,54,906
1445,1506,0.92,2,49,1609
1134,1140,0.7,1,49,1180
955,1022,0.83,6,53,1232
1007,1022,0.32,0,32,995
1309,1279,0.75,0,26,1316
1651,1578,0.7,1,13,1658
1766,1733,0.45,0,20,1726
1045,1010,0.65,1,47,1042
1627,1531,0.29,0,18,1500
1191,1055,0.74,3,39,1181
1397,1358,0.54,3,48,1434
1771,1901,0.66,2,8,2005
1932,1876,0.81,4,9,2062
1378,1282,0.63,1,37,1332
1477,1476,0.35,0,39,1454
1556,1604,0.38,0,50,1566
1022,1019,0.23,0,56,958
805,765,0.5,0,27,765
1882,1873,0.4,0,25,1858
1364,1503,0.9,2,27,1623
856,826,0.32,0,5,819
1606,1721,0.64,0,46,1722
971,833,0.81,4,52,980
870,768,0.21,0,27,724
842,955,0.37,0,41,936
1710,1844,0.38,0,14,1846
1973,1839,0.86,5,55,2023
1301,1155,0.25,0,16,1118
1621,1767,0.73,3,21,1892
1283,1205,0.69,1,29,1264
1705,1827,0.43,0,23,1816
882,1024,0.83,5,27,1224
1330,1188,0.99,5,38,1412
1632,1551,0.43,0,26,1540
1394,1361,0.94,5,58,1557
807,679,0.82,5,31,877
1196,1232,0.44,0,15,1223
930,867,0.85,2,31,980
1632,1704,0.46,0,28,1698
1570,1430,0.95,2,22,1558
1886,1813,0.66,3,29,1927
1739,1792,0.97,7,37,2072
1907,1856,0.62,2,12,1954
1090,1152,0.41,0,32,1138
1496,1582,0.51,3,27,1674
1483,1538,0.58,2,24,1610
1034,931,0.41,0,40,918
1244,1194,0.32,0,52,1147
887,999,0.57,0,9,1030
1582,1448,0.28,0,12,1435
1948,1893,0.97,2,52,2004
1309,1338,0.4,0,44,1323
1158,1056,0.26,0,30,1020
1519,1644,0.5,0,18,1644
1807,1888,0.45,0,31,1880
1430,1432,0.35,0,13,1430
1972,2069,0.35,0,46,2026
1947,1865,0.73,2,15,1960
1348,1219,0.9,2,54,1319
964,1082,0.7,2,28,1172
1636,1758,0.86,4,8,1952
945,901,0.55,0,55,888
1141,1088,0.93,6,34,1332
1092,1139,0.93,8,38,1444
840,977,0.77,1,40,1048
1333,1238,0.74,0,6,1294
1503,1600,0.74,0,9,1656
1657,1633,0.28,0,25,1600
1452,1499,0.87,3,5,1664
1433,1553,0.94,2,38,1679
1386,1363,0.39,0,34,1346
1124,1188,0.3,0,32,1158
1536,1682,0.61,2,28,1758
1352,1348,0.39,0,53,1312
1882,1832,0.42,0,37,1820
1717,1759,0.82,6,39,1987
1182,1226,0.27,0,54,1172
1170,1078,0.93,2,39,1202
1169,1301,0.42,0,41,1289
1041,928,0.86,4,49,1082
815,894,0.81,5,56,1070
1628,1533,0.85,2,30,1646
1184,1221,0.29,0,55,1170
971,949,0.44,0,44,940
802,659,0.32,0,46,612
942,909,0.6,2,60,964
956,1045,0.7,2,56,1115
1412,1504,0.54,1,13,1560
951,1027,0.77,2,26,1128
1746,1722,0.88,6,25,1959
1403,1498,0.78,1,46,1550
1858,1969,0.93,4,40,2154
973,1122,0.42,0,26,1110
1097,1228,0.78,3,57,1340
1327,1355,0.4,0,58,1320
1321,1402,0.91,6,21,1644
868,761,0.47,0,34,756
1368,1369,1.0,4,22,1564
1935,1930,0.29,0,51,1878
1472,1499,0.68,0,52,1506
814,922,0.26,0,29,886
1939,2035,0.38,0,48,1997
1696,1781,0.71,0,55,1792
1209,1097,0.97,7,41,1378
1428,1424,0.82,4,35,1592
1291,1371,0.5,0,9,1391
1895,1860,0.97,2,49,1970
1634,1496,0.31,0,51,1448
1701,1569,0.46,0,26,1563
1769,1779,0.26,0,51,1723
1334,1378,0.83,2,12,1508
973,965,0.73,1,33,1030
1706,1702,0.95,7,34,1980
902,810,0.78,0,7,872
1332,1334,0.64,2,59,1395
1034,1150,0.34,0,53,1106
1930,1939,0.29,0,26,1908
1357,1504,0.23,0,45,1464
1359,1347,0.97,7,15,1628
1047,1066,0.71,0,13,1118
1183,1303,0.35,0,11,1300
921,937,0.23,0,12,916
1776,1769,0.83,5,57,1948
1198,1139,0.6,0,27,1154
1084,1037,0.29,0,40,1006
1975,1937,0.91,7,16,2208
1557,1648,0.76,3,33,1777
1064,959,0.29,0,29,928
1561,1711,0.82,5,43,1909
1186,1333,0.8,0,56,1358
1069,992,0.85,2,30,1104
1546,1579,0.89,8,53,1858
1123,1206,0.45,0,47,1178
1166,1295,0.83,7,46,1534
1311,1236,0.21,0,5,1212
1325,1314,0.75,0,47,1332
1569,1714,0.26,0,40,1678
974,960,0.66,1,18,1014
1814,1669,0.22,0,58,1607
1104,1143,0.37,0,46,1104
953,902,0.42,0,12,910
1223,1284,0.6,3,16,1389
1683,1651,0.86,6,12,1905
949,937,0.76,2,17,1036
1314,1433,0.3,0,45,1403
1631,1547,0.68,0,52,1554
1545,1504,0.61,2,44,1580
829,927,0.3,0,26,897
1303,1266,0.28,0,29,1233
1484,1618,0.91,6,6,1880
1093,1092,0.36,0,36,1071
1038,895,0.47,0,45,890
1768,1656,0.88,4,34,1833
1744,1635,0.68,2,52,1702
1240,1252,0.61,2,58,1308
1330,1239,0.26,0,28,1203
882,767,0.91,2,59,868
855,772,0.52,2,7,855
820,787,0.39,0,51,750
1680,1700,0.22,0,18,1658
1806,1744,0.74,1,35,1810
1432,1317,0.56,2,36,1386
1718,1674,0.31,0,60,1626
1917,1791,0.61,0,48,1788
1946,1978,0.84,3,36,2119
892,922,0.99,7,8,1226
1083,1134,0.89,8,36,1432
1941,1947,0.71,3,29,2068
1780,1720,0.42,0,12,1728
1123,1065,0.94,3,48,1201
1058,1190,0.26,0,8,1174
1435,1571,0.52,3,41,1664
1150,1072,0.73,0,20,1106
1134,1144,0.88,7,37,1411
1761,1766,0.25,0,56,1708
1592,1479,0.33,0,5,1474
1753,1607,0.79,1,26,1680
1601,1470,0.97,6,45,1720
1052,927,0.91,3,24,1078
1553,1555,0.73,3,42,1680
1123,1045,0.98,8,21,1357
1421,1518,0.47,0,31,1514
1364,1227,0.72,0,16,1260
1457,1606,0.37,0,5,1606
1793,1876,0.64,2,27,1957
1710,1674,0.37,0,51,1634
1515,1494,0.74,2,57,1570
943,875,0.47,0,46,850
806,850,0.45,0,16,842
1404,1324,0.55,3,25,1422
1664,1561,0.8,3,11,1716
1476,1546,0.96,6,38,1795
1421,1391,0.56,2,49,1440
907,1047,0.26,0,56,991
1228,1250,0.84,2,13,1381
1644,1711,0.26,0,47,1655
1628,1770,0.56,1,31,1809
1350,1406,0.76,1,24,1475
1947,1991,0.75,2,19,2088
1879,1928,0.59,2,41,2002
1698,1762,0.21,0,16,1718
1398,1400,0.32,0,35,1373
1397,1458,0.99,3,39,1622
1754,1734,0.86,7,32,1998
1141,1028,0.73,1,13,1112
1766,1676,0.48,0,38,1673
1942,2064,0.94,3,31,2220
932,966,0.6,0,48,961
1435,1296,0.83,6,28,1526
1558,1680,0.96,3,34,1839
1351,1296,0.86,7,43,1560
859,835,0.92,4,14,1038
1202,1215,0.35,0,16,1192
1570,1647,0.62,2,46,1705
1254,1171,0.5,0,5,1191
1971,1844,0.75,0,16,1882
1778,1714,0.67,2,16,1800
864,911,0.52,0,59,894
1768,1823,0.24,0,38,1784
1675,1671,0.44,0,11,1682
1338,1238,0.5,0,12,1258
1021,1106,0.54,3,43,1202
1941,1887,0.87,3,27,2032
1352,1459,0.4,0,8,1464
935,876,0.94,2,56,982
835,982,0.79,1,16,1056
1766,1891,0.57,2,43,1962
1984,1873,0.66,2,10,1977
1760,1721,0.42,0,50,1689
1074,1063,0.66,2,31,1147
1880,1967,0.81,4,7,2154
978,972,0.65,0,36,994
1410,1317,0.55,3,21,1414
1369,1468,0.87,5,29,1674
1962,2099,0.91,8,18,2400
890,846,0.46,0,32,840
1639,1681,0.48,0,47,1658
889,990,0.47,0,19,986
1499,1503,0.46,0,19,1497
1719,1840,0.56,0,38,1849
1202,1183,0.55,2,25,1250
1689,1636,0.3,0,54,1586
1787,1792,0.42,0,35,1780
999,1116,0.34,0,10,1112
1102,1212,0.26,0,42,1176
1890,1987,0.51,3,44,2078
1220,1081,0.26,0,22,1045
1015,876,0.46,0,30,870
1762,1776,0.2,0,5,1751
1546,1680,0.64,2,9,1781
1046,1193,0.46,0,8,1207
1456,1415,0.72,1,40,1478
1387,1266,0.27,0,33,1232
1507,1477,0.81,8,46,1744
1434,1398,0.29,0,37,1366
1110,1196,0.84,8,12,1507
1313,1260,0.92,6,16,1503
1102,1137,0.57,3,44,1238
1087,1020,0.87,8,18,1316
1598,1741,0.52,1,26,1774
1804,1743,0.78,1,28,1815
1155,1023,0.88,7,5,1310
941,891,0.31,0,57,842
1923,1841,0.84,2,49,1932
1430,1298,0.79,3,38,1432
972,898,0.97,4,13,1108
854,850,0.57,0,28,860
1991,1875,0.92,6,44,2118
1229,1084,0.87,7,60,1330
1766,1882,0.26,0,33,1846
975,1067,0.49,0,43,1066
1799,1695,0.34,0,60,1651
1042,922,0.91,7,45,1194
1065,1210,0.78,1,42,1282
1486,1520,0.7,1,29,1580
1049,1143,0.49,0,46,1122
1185,1221,0.87,4,48,1376
1814,1826,0.61,0,18,1842
1393,1337,0.41,0,6,1344
1012,1030,0.88,4,60,1187
1866,1821,0.8,1,50,1876
1513,1579,0.82,5,23,1777
1944,1931,0.33,0,32,1906
1373,1469,0.22,0,29,1427
1311,1222,0.35,0,58,1180
1759,1759,0.36,0,60,1718
988,937,0.35,0,57,894
1845,1898,0.62,0,10,1936
1623,1540,0.93,6,27,1784
1313,1183,0.72,0,47,1196
1775,1896,0.31,0,51,1848
1877,1810,0.96,4,60,1979
1582,1706,0.42,0,13,1714
988,1091,0.97,8,32,1402
1184,1238,0.36,0,36,1217
1248,1101,0.94,6,17,1347
1383,1475,0.8,0,10,1540
1657,1543,0.5,0,50,1523
1687,1747,0.55,3,35,1844
1571,1464,0.63,1,51,1494
1227,1371,0.44,0,12,1382
861,856,0.56,3,42,955
1821,1784,0.27,0,60,1730
1314,1438,0.87,3,17,1584
893,964,0.58,0,36,976
1288,1245,0.68,3,43,1362
1528,1544,0.73,1,18,1608
1473,1477,0.9,3,23,1627
1142,1254,0.42,0,47,1222
1971,2088,0.58,1,42,2130
1606,1625,0.79,1,6,1718
1366,1492,0.73,1,44,1556
1924,2056,0.85,6,56,2268
1284,1238,0.24,0,15,1199
1840,1831,0.55,2,21,1898
1036,1071,0.47,0,34,1066
1952,2011,0.33,0,37,1986
969,989,0.51,0,24,990
1135,1232,0.85,3,51,1354
1182,1206,0.76,1,53,1255
1165,1288,0.41,0,45,1274
1263,1413,0.68,2,38,1500
1355,1271,0.38,0,14,1273
1256,1161,0.33,0,40,1136
849,932,0.57,0,11,962
1033,1032,0.8,0,5,1097
1250,1331,0.74,1,45,1397
1424,1343,0.8,0,48,1368
944,979,0.31,0,38,950
1268,1418,0.97,2,11,1568
1436,1490,0.59,1,30,1534
1370,1407,0.4,0,10,1412
1005,1075,0.58,0,38,1087
1520,1596,0.38,0,54,1558
1515,1636,0.35,0,14,1634
1845,1858,0.27,0,57,1804
1645,1623,0.69,0,21,1652
1007,1113,0.86,8,47,1387
1419,1538,0.98,3,59,1680
1547,1691,0.22,0,34,1649
1126,1067,0.78,2,23,1169
1158,1046,0.38,0,46,1008
853,894,0.42,0,54,862
1156,1041,0.25,0,21,1004
1652,1714,0.76,0,35,1753
1219,1270,0.76,3,19,1399
1019,1141,0.59,2,18,1214
1183,1219,0.62,3,50,1307
1621,1632,0.34,0,7,1628
1708,1610,0.26,0,5,1594
1230,1089,0.79,3,15,1222
1493,1587,0.35,0,42,1564
1639,1777,0.65,0,53,1780
840,802,0.48,0,16,799
1323,1296,0.74,3,31,1422
1928,1980,0.45,0,13,1992
1448,1479,0.72,3,8,1622
1810,1771,0.92,2,58,1874
1651,1750,0.66,3,24,1864
1895,1822,0.21,0,31,1778
1759,1868,0.45,0,9,1880
1730,1717,0.94,2,18,1843
1532,1410,0.34,0,15,1386
1637,1496,0.88,2,49,1593
1193,1139,0.51,3,40,1230
1817,1867,0.74,1,35,1933
937,890,0.32,0,8,883
1840,1976,0.51,1,5,2028
1214,1290,0.73,3,38,1414
1430,1486,0.6,2,37,1561
1397,1353,0.2,0,8,1328
1925,1784,0.53,2,30,1848
1385,1493,0.27,0,54,1438
1607,1698,0.85,2,44,1810
1222,1081,0.87,3,60,1206
951,922,0.33,0,38,896
1079,1052,0.29,0,44,1020
1016,929,0.77,3,6,1080
1259,1261,0.7,3,53,1361
1634,1643,0.72,1,48,1686
1948,2029,0.73,3,29,2154
1017,936,0.53,2,60,980
1229,1341,0.37,0,34,1322
1009,966,0.22,0,58,904
1191,1320,0.77,0,35,1360
1527,1633,0.23,0,15,1592
1209,1206,0.94,8,45,1512
1678,1795,0.96,6,33,2044
856,730,0.82,4,15,898
817,798,0.62,3,34,906
1510,1638,0.7,3,34,1758
1045,1053,0.76,2,33,1152
1046,1007,0.37,0,47,968
1188,1167,0.32,0,36,1140
1950,1957,0.39,0,7,1960
872,973,0.33,0,52,928
1293,1233,0.62,0,22,1251
1168,1204,0.2,0,56,1139
828,939,0.22,0,39,897
1095,1076,0.3,0,8,1066
1474,1574,0.41,0,5,1580
1188,1232,0.92,4,22,1415
1361,1460,0.41,0,20,1446
1803,1843,0.51,2,56,1884
1690,1685,0.54,1,42,1721
948,834,0.84,8,8,1145
1689,1695,0.91,7,12,1986
1907,1977,0.36,0,10,1976
1175,1129,0.67,2,50,1194
866,731,0.24,0,30,692
1440,1449,0.22,0,31,1407
1175,1206,0.3,0,33,1176
1748,1637,0.69,2,22,1726
1274,1397,0.7,1,54,1437
991,1009,0.59,2,12,1102
1733,1775,0.44,0,58,1746
1853,1862,0.86,5,5,2086
1908,1780,0.38,0,22,1762
1100,1151,0.82,8,49,1419
1642,1570,0.8,0,31,1615
1038,1024,0.47,0,17,1020
1276,1149,0.91,4,18,1330
1609,1610,0.7,3,45,1730
1081,1062,0.22,0,43,1020
1133,1263,0.72,0,46,1276
865,936,0.33,0,49,890
993,977,0.35,0,57,934
